"ENSG","GeneType","GeneSymbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003","protein_coding","TSPAN6",466.697851687558,-0.0925136720571911,0.128430533413722,0.146062863565043,0.514024156911055
"ENSG00000000419","protein_coding","DPM1",1193.69363557383,0.0711154280207402,0.109739844645515,0.222944070690674,0.613372073246481
"ENSG00000000457","protein_coding","SCYL3",247.372492299331,-0.121248823075701,0.125060711844198,0.0693814554343621,0.363907214154127
"ENSG00000000460","protein_coding","C1orf112",265.815414714075,0.264869622921618,0.279723575289571,0.0104898402491172,0.13325982242397
"ENSG00000000938","protein_coding","FGR",1.45018992539339,-0.0232727139283288,0.236904450980818,0.356032816982286,NA
"ENSG00000000971","protein_coding","CFH",2390.18942077804,0.0530722843208404,0.134363645418999,0.360338047054964,0.733363086623281
"ENSG00000001036","protein_coding","FUCA2",5935.91802077518,0.113546950756117,0.0647333024843928,0.0184981630505024,0.18446883490998
"ENSG00000001084","protein_coding","GCLC",332.687891245277,-0.264258988941397,0.175706286127799,0.00600779827855481,0.0964189519155656
"ENSG00000001167","protein_coding","NFYA",773.832273179269,0.06508833691647,0.0939520178312182,0.236202381640451,0.627300207513635
"ENSG00000001460","protein_coding","STPG1",541.346185113146,-0.0817216647333848,0.145698863388737,0.195838987466527,0.584583935669663
"ENSG00000001461","protein_coding","NIPAL3",3784.87000817989,0.0371262677396318,0.147047120193977,0.494071384495927,0.822924902606073
"ENSG00000001497","protein_coding","LAS1L",971.093375193309,0.0646980024605024,0.0941914560655225,0.239180568034092,0.6291770615315
"ENSG00000001561","protein_coding","ENPP4",25.3119288726204,0.19131492341072,0.338093637069793,0.0218456304204439,0.201992330812208
"ENSG00000001617","protein_coding","SEMA3F",799.66693490673,0.0435451264990847,0.115063156135123,0.43696382295175,0.789705185515656
"ENSG00000001626","protein_coding","CFTR",0.112464936791419,0,0.241929818402507,1,NA
"ENSG00000001629","protein_coding","ANKIB1",2363.01741886067,-0.101227577040554,0.106359191263887,0.0953854700023319,0.421802153845295
"ENSG00000001630","protein_coding","CYP51A1",202.099195476781,-0.154378861337997,0.189347531911802,0.0501019681920156,0.311138496363805
"ENSG00000001631","protein_coding","KRIT1",166.011591205012,-0.0131502496507658,0.0981754791004031,0.801376998247025,0.945330254320689
"ENSG00000002016","protein_coding","RAD52",204.624737843191,-0.00625867958840395,0.0957114354120061,0.903875532188195,0.974028930686835
"ENSG00000002079","transcribed_unitary_pseudogene","MYH16",2.42832692822902,0.131781309618026,0.437418729684347,0.0068511712052854,NA
"ENSG00000002330","protein_coding","BAD",1143.02271417997,0.0177639295223108,0.0876164823772105,0.727520482063773,0.921759263805393
"ENSG00000002549","protein_coding","LAP3",2050.71267522094,0.242533294267202,0.139389599308329,0.00425357974029774,0.0775476484420907
"ENSG00000002586","protein_coding","PAR",18097.5883961454,-0.0148663523783919,0.0898211907828852,0.771653928316666,0.936024655707089
"ENSG00000002587","protein_coding","HS3ST1",2.46482601926571,0.0717451459563326,0.291834989408897,0.0738101283970158,NA
"ENSG00000002745","protein_coding","WNT16",2.97618299344694,-0.00813578401008738,0.199018103414214,0.816043267262436,NA
"ENSG00000002746","protein_coding","HECW1",32.231103696407,-0.00137971029208648,0.139629762088123,0.978717597402598,0.994569334794052
"ENSG00000002822","protein_coding","MAD1L1",731.969857686413,0.0886654047235185,0.135460824409683,0.164873890645341,0.54522982357133
"ENSG00000002834","protein_coding","LASP1",14713.830237994,0.109576170378499,0.131637428000395,0.0990181645298353,0.428057390362412
"ENSG00000002919","protein_coding","SNX11",521.260182755411,-0.0202644267397416,0.10545501447826,0.703937419096765,0.913993969811032
"ENSG00000003056","protein_coding","M6PR",3167.9728725111,-0.0273832054748615,0.0757799732060239,0.577564631076692,0.865852336514224
"ENSG00000003096","protein_coding","KLHL13",4.18286614043942,0.0396493800722187,0.221423056818298,0.3050328740228,NA
"ENSG00000003137","protein_coding","CYP26B1",3.19460452084161,-0.00787131332758064,0.217247713662641,0.77893612205909,NA
"ENSG00000003147","protein_coding","ICA1",0.0569013355264008,0,0.241929818402544,1,NA
"ENSG00000003249","protein_coding","DBNDD1",23.5010850439619,-0.0305141446411637,0.155601002971115,0.5537225655987,0.851650418183721
"ENSG00000003393","protein_coding","ALS2",1936.6289274652,0.0501045943300369,0.0958206834953437,0.354733028241915,0.730760883583527
"ENSG00000003400","protein_coding","CASP10",17.1954555557172,-0.000942269932866262,0.15451331378467,0.98450681058091,0.995989617688732
"ENSG00000003402","protein_coding","CFLAR",1875.22472745654,-0.124383031981043,0.14337248851763,0.0763987701311447,0.380335835690174
"ENSG00000003436","protein_coding","TFPI",10643.1447726557,0.180606025946112,0.146716105852267,0.0216925780010044,0.201398453215692
"ENSG00000003509","protein_coding","NDUFAF7",366.014930946854,0.0167256526488621,0.0910630530051612,0.74517891469538,0.927475925666412
"ENSG00000003756","protein_coding","RBM5",2380.59395539845,0.0348194198756565,0.0773138891999212,0.483996332169028,0.817412332893736
"ENSG00000003987","protein_coding","MTMR7",1.21167203198898,-0.000113941360607067,0.223697765118109,0.996232468243664,NA
"ENSG00000003989","protein_coding","SLC7A2",176.690123517033,-0.0660413058007767,0.150869087217263,0.26997948239948,0.660900810939408
"ENSG00000004059","protein_coding","ARF5",1381.25769508143,0.0627249302822024,0.104554449719894,0.268424822431915,0.659773636107492
"ENSG00000004139","protein_coding","SARM1",144.081142466867,-0.287820474778769,0.233525964138817,0.00698615666151607,0.105655693966939
"ENSG00000004142","protein_coding","POLDIP2",2572.18003499644,0.019944903908687,0.0715666537079308,0.678158438962476,0.904912370347484
"ENSG00000004399","protein_coding","PLXND1",3645.63292779878,-0.109740330457371,0.181875728186506,0.108827265245323,0.450426890933695
"ENSG00000004455","protein_coding","AK2",1594.49620256592,0.0424106552433742,0.0976807354925497,0.431004192859195,0.784315958109841
"ENSG00000004468","protein_coding","CD38",2.32897457056372,0.0297265938938721,0.214191079683924,0.413409977060253,NA
"ENSG00000004478","protein_coding","FKBP4",2851.78703256386,-0.53891764322893,0.310493831352022,0.000470769087786789,0.0182375267583669
"ENSG00000004487","protein_coding","KDM1A",2363.0579799582,0.0262397308423873,0.0692504283996226,0.581776221916146,0.868576778070425
"ENSG00000004534","protein_coding","RBM6",1817.21607478905,-0.161259221928467,0.118984346217309,0.0207374426705819,0.195810846317806
"ENSG00000004660","protein_coding","CAMKK1",265.491900232062,-0.366840022558447,0.291716843133275,0.00316341253934476,0.0644436071033093
