"ENSG","GeneType","GeneSymbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003","protein_coding","TSPAN6",466.697851687558,0.00015964698657448,0.00618409763497439,0.280811980306036,1
"ENSG00000000419","protein_coding","DPM1",1193.69363557383,9.29043597266771e-05,0.00494931531176976,0.497302588379228,1
"ENSG00000000457","protein_coding","SCYL3",247.372492299331,-7.20923489822895e-06,0.00454124677106915,0.95758541324765,1
"ENSG00000000460","protein_coding","C1orf112",265.815414714075,9.64140629401053e-06,0.00673461056648234,0.945643535694238,1
"ENSG00000000938","protein_coding","FGR",1.45018992539339,-0.000674664407843221,0.0443780462950987,0.455316913662138,1
"ENSG00000000971","protein_coding","CFH",2390.18942077804,5.1338853451694e-05,0.00612469170840579,0.696086151464519,1
"ENSG00000001036","protein_coding","FUCA2",5935.91802077518,3.41103808642617e-05,0.00421059931814215,0.894971146858556,1
"ENSG00000001084","protein_coding","GCLC",332.687891245277,-3.8804708508838e-05,0.00474772671369922,0.764060920253345,1
"ENSG00000001167","protein_coding","NFYA",773.832273179269,-8.48556194574327e-05,0.00454683493449345,0.572354262610942,1
"ENSG00000001460","protein_coding","STPG1",541.346185113146,2.68834507592113e-05,0.00567718705258403,0.830538510297655,1
"ENSG00000001461","protein_coding","NIPAL3",3784.87000817989,3.43234579907397e-05,0.00779998390280431,0.831529542625908,1
"ENSG00000001497","protein_coding","LAS1L",971.093375193309,2.71095430525533e-05,0.00444361291992197,0.853281672133509,1
"ENSG00000001561","protein_coding","ENPP4",25.3119288726204,0.00495287922592826,0.0810415623344971,0.0240171918122588,1
"ENSG00000001617","protein_coding","SEMA3F",799.66693490673,-4.23308332631289e-05,0.00521703350842039,0.733278978725972,1
"ENSG00000001626","protein_coding","CFTR",0.112464936791419,-0.000231564866251024,0.0599700963549997,0.729610006117401,1
"ENSG00000001629","protein_coding","ANKIB1",2363.01741886067,-0.000164353311624307,0.00496335096061298,0.301075395564303,1
"ENSG00000001630","protein_coding","CYP51A1",202.099195476781,-0.000193914084814584,0.00885379931935331,0.264591954141361,1
"ENSG00000001631","protein_coding","KRIT1",166.011591205012,-9.43188903902835e-05,0.00524549101823676,0.480159402586571,1
"ENSG00000002016","protein_coding","RAD52",204.624737843191,-0.000231978237538722,0.007086115992429,0.168306976785239,1
"ENSG00000002079","transcribed_unitary_pseudogene","MYH16",2.42832692822902,0.00101854568178781,0.0488196895047752,0.305340367450945,1
"ENSG00000002330","protein_coding","BAD",1143.02271417997,0.000134194078155934,0.0050246642215152,0.363717316056721,1
"ENSG00000002549","protein_coding","LAP3",2050.71267522094,0.000243045443427,0.0056540023620837,0.163788303738009,1
"ENSG00000002586","protein_coding","PAR",18097.5883961454,8.88430539571358e-05,0.00481789054424905,0.522144684341234,1
"ENSG00000002587","protein_coding","HS3ST1",2.46482601926571,-0.000148990729308783,0.0247493772421767,0.79435587120045,1
"ENSG00000002745","protein_coding","WNT16",2.97618299344694,-0.000207901922290232,0.0297094562246152,0.759179737667113,1
"ENSG00000002746","protein_coding","HECW1",32.231103696407,9.3098230738928e-05,0.00920886592199237,0.614395445719638,1
"ENSG00000002822","protein_coding","MAD1L1",731.969857686413,2.98251987975835e-05,0.00511054390345571,0.808646488735194,1
"ENSG00000002834","protein_coding","LASP1",14713.830237994,-2.02780365411008e-05,0.00471881782201873,0.873942683945854,1
"ENSG00000002919","protein_coding","SNX11",521.260182755411,0.000126526547791763,0.00611386415182567,0.366876818365528,1
"ENSG00000003056","protein_coding","M6PR",3167.9728725111,-7.21154789022935e-05,0.00437703839833405,0.665805717332429,1
"ENSG00000003096","protein_coding","KLHL13",4.18286614043942,-6.3799310917738e-05,0.0240892949696272,0.909492557251505,1
"ENSG00000003137","protein_coding","CYP26B1",3.19460452084161,0.000104636768248653,0.0361669524949344,0.894152840072921,1
"ENSG00000003147","protein_coding","ICA1",0.0569013355264008,0,0.0589693907218959,1,1
"ENSG00000003249","protein_coding","DBNDD1",23.5010850439619,3.92371292140739e-05,0.00983709172553699,0.849211995781323,1
"ENSG00000003393","protein_coding","ALS2",1936.6289274652,-7.65992309473374e-05,0.00468001222527413,0.584856968677573,1
"ENSG00000003400","protein_coding","CASP10",17.1954555557172,0.000266038817134775,0.0154449708859749,0.376236375508508,1
"ENSG00000003402","protein_coding","CFLAR",1875.22472745654,-7.64876875777342e-05,0.00512372498919684,0.557533392116986,1
"ENSG00000003436","protein_coding","TFPI",10643.1447726557,0.000179601683371989,0.00564726264804762,0.245927528156553,1
"ENSG00000003509","protein_coding","NDUFAF7",366.014930946854,-1.13961995979145e-05,0.00458498051153367,0.931678038840994,1
"ENSG00000003756","protein_coding","RBM5",2380.59395539845,-3.46091822133715e-05,0.00434493536738765,0.834246656052197,1
"ENSG00000003987","protein_coding","MTMR7",1.21167203198898,0.000212225080388457,0.0368917931418551,0.78999902176242,1
"ENSG00000003989","protein_coding","SLC7A2",176.690123517033,-0.00010865356948041,0.00793231943749886,0.491876768447148,1
"ENSG00000004059","protein_coding","ARF5",1381.25769508143,7.11421942732207e-05,0.00475617345645358,0.600592095461739,1
"ENSG00000004139","protein_coding","SARM1",144.081142466867,-0.000832962213797169,0.0207824985970122,0.0484420565785267,1
