"ENSG","GeneType","GeneSymbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003","protein_coding","TSPAN6",466.697851687558,0.136382765273571,0.111939707995485,0.0378032415035072,0.382635961636502
"ENSG00000000419","protein_coding","DPM1",1193.69363557383,0.0173989253158738,0.104132631623742,0.793891621929647,0.942750854341861
"ENSG00000000457","protein_coding","SCYL3",247.372492299331,-0.0451305609336457,0.100932302724361,0.502573561729687,0.824691595719001
"ENSG00000000460","protein_coding","C1orf112",265.815414714075,-0.0374272326272621,0.126184656179396,0.450334822297994,0.79998611599822
"ENSG00000000938","protein_coding","FGR",1.45018992539339,0.00295847600377285,0.143893763652045,0.787569656691089,NA
"ENSG00000000971","protein_coding","CFH",2390.18942077804,0.0608783418335761,0.122258998231995,0.273302110802,0.688721701022446
"ENSG00000001036","protein_coding","FUCA2",5935.91802077518,0.0456445287004355,0.0611147667601385,0.401491824705697,0.772007457870696
"ENSG00000001084","protein_coding","GCLC",332.687891245277,-0.0171212658883662,0.106199786532883,0.795247356991006,0.943582160024565
"ENSG00000001167","protein_coding","NFYA",773.832273179269,0.0412540640910363,0.0947580322884956,0.541683516600326,0.842990572888003
"ENSG00000001460","protein_coding","STPG1",541.346185113146,-0.0559010813776981,0.120331390142856,0.328931180097659,0.727759427451828
"ENSG00000001461","protein_coding","NIPAL3",3784.87000817989,-0.0172669821108979,0.128462484379254,0.701200800194851,0.9077716464468
"ENSG00000001497","protein_coding","LAS1L",971.093375193309,-0.0625108592790636,0.0953064660985877,0.355630724756269,0.743327860995276
"ENSG00000001561","protein_coding","ENPP4",25.3119288726204,-0.0200259809694288,0.134238680078661,0.562212312231244,0.85456755290743
"ENSG00000001617","protein_coding","SEMA3F",799.66693490673,-0.0354675054567999,0.114356613827076,0.566514460968285,0.855584580320849
"ENSG00000001626","protein_coding","CFTR",0.112464936791419,0,0.145955290635003,1,NA
"ENSG00000001629","protein_coding","ANKIB1",2363.01741886067,-0.0539394320262371,0.094511875131759,0.425032312159429,0.787827644802236
"ENSG00000001630","protein_coding","CYP51A1",202.099195476781,0.0178312494768633,0.120784272007889,0.74971610827357,0.929090388520044
"ENSG00000001631","protein_coding","KRIT1",166.011591205012,0.00778264720163518,0.108718842735564,0.904658420192748,0.976449014403158
"ENSG00000002016","protein_coding","RAD52",204.624737843191,0.170768578379706,0.112629741484804,0.0109047952032217,0.255294032285067
"ENSG00000002079","transcribed_unitary_pseudogene","MYH16",2.42832692822902,-0.019238283932954,0.145365356339237,0.234884384460258,NA
"ENSG00000002330","protein_coding","BAD",1143.02271417997,0.0887430487752738,0.100145272361071,0.189461835272646,0.622290965226054
"ENSG00000002549","protein_coding","LAP3",2050.71267522094,0.0213430934125886,0.0930759365632434,0.751735691611872,0.929961943834333
"ENSG00000002586","protein_coding","PAR",18097.5883961454,0.152519040552746,0.104286941017663,0.0246204048857582,0.3387299830027
"ENSG00000002587","protein_coding","HS3ST1",2.46482601926571,0.00747768785050876,0.14113010881524,0.685468997155101,NA
"ENSG00000002745","protein_coding","WNT16",2.97618299344694,-0.0128047270040863,0.142877484542422,0.446995579954676,NA
"ENSG00000002746","protein_coding","HECW1",32.231103696407,-0.0174740811210686,0.129149221720295,0.690008836356631,0.903303906846416
"ENSG00000002822","protein_coding","MAD1L1",731.969857686413,-0.0826320286523846,0.114652766688696,0.186404278957358,0.61850472909657
"ENSG00000002834","protein_coding","LASP1",14713.830237994,-0.0840190108530282,0.107400879711004,0.203139736656344,0.635984601051133
"ENSG00000002919","protein_coding","SNX11",521.260182755411,0.00916582491441149,0.112864210165733,0.883837619811372,0.972096977622336
"ENSG00000003056","protein_coding","M6PR",3167.9728725111,-0.0612618779318469,0.0868252209620288,0.356910421628148,0.743716893910299
"ENSG00000003096","protein_coding","KLHL13",4.18286614043942,-0.0320966566770548,0.147969226762213,0.125834401164645,NA
"ENSG00000003137","protein_coding","CYP26B1",3.19460452084161,-0.0132055677192366,0.14501416334435,0.311356535557448,NA
"ENSG00000003147","protein_coding","ICA1",0.0569013355264008,-0.000662296294585569,0.145976207575026,0.86991968963408,NA
"ENSG00000003249","protein_coding","DBNDD1",23.5010850439619,-0.0437158659508238,0.133863255831483,0.269780959906499,0.684164024646101
"ENSG00000003393","protein_coding","ALS2",1936.6289274652,-0.0906733242885004,0.100683394854992,0.179729852762713,0.612017387526602
"ENSG00000003400","protein_coding","CASP10",17.1954555557172,0.0164976506513099,0.132900112581288,0.652936249879894,0.890539499112249
"ENSG00000003402","protein_coding","CFLAR",1875.22472745654,-0.0248680531985064,0.109282923093541,0.700984318139231,0.9077716464468
"ENSG00000003436","protein_coding","TFPI",10643.1447726557,0.0174300507331854,0.101346825302624,0.795290888146393,0.943582160024565
"ENSG00000003509","protein_coding","NDUFAF7",366.014930946854,0.084862242873693,0.103518900239829,0.205897752965473,0.638012116096961
"ENSG00000003756","protein_coding","RBM5",2380.59395539845,0.0278735910031561,0.0870198025132708,0.675135869278724,0.898516999551481
"ENSG00000003987","protein_coding","MTMR7",1.21167203198898,-0.0122269842756521,0.144369478701432,0.37301791844059,NA
"ENSG00000003989","protein_coding","SLC7A2",176.690123517033,-0.0829529874082696,0.128863211751075,0.107815347161745,0.53322746076145
