"ENSG","GeneType","GeneSymbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000047056","protein_coding","WDR37",1032.91515247689,0.655751078068458,0.173707641778242,1.25520849056829e-07,0.000109771285680435
"ENSG00000048740","protein_coding","CELF2",472.973045886993,-1.40092823835468,0.262125567137927,4.75872105837232e-09,6.08237762353188e-06
"ENSG00000051108","protein_coding","HERPUD1",2667.39633296007,-1.38066074247245,0.299126105814082,7.1299045585727e-08,7.40440588407775e-05
"ENSG00000070669","protein_coding","ASNS",25.6678595956073,-1.79003157178141,0.413460484783389,1.57453262310579e-07,0.000130812170327629
"ENSG00000073756","protein_coding","PTGS2",69.8987559583809,-1.11794855702262,0.440362424394957,6.57497448637529e-06,0.00248294945603663
"ENSG00000074935","protein_coding","TUBE1",394.518521017443,-1.01117590138255,0.163365899162167,2.94207328511581e-12,6.98364138649776e-09
"ENSG00000076706","protein_coding","MCAM",165.577489589706,0.853185865424084,0.381072035739851,1.12759054872957e-05,0.00360308549186355
"ENSG00000101017","protein_coding","CD40",44.6240693342154,0.691814695245542,0.517856211819688,9.63342490372704e-05,0.0192854202650998
"ENSG00000102271","protein_coding","KLHL4",109.911520203824,-1.91279295269545,0.256675508400058,6.3678833362851e-15,2.64521873789283e-11
"ENSG00000111254","protein_coding","AKAP3",21.347684202126,-0.928519477051554,0.716029990869236,6.42826292364048e-05,0.0142416022318947
"ENSG00000117616","protein_coding","RSRP1",1336.6076982675,-0.886741428626144,0.167135221614643,6.63417382125575e-11,1.22481591348873e-07
"ENSG00000123453","protein_coding","SARDH",225.735732035879,1.90198462030426,0.206557930754024,2.5875580077508e-21,2.14974319283936e-17
"ENSG00000128272","protein_coding","ATF4",4079.1152212213,-0.774572277020348,0.290215737703283,3.69053336401535e-06,0.00158983027055815
"ENSG00000128965","protein_coding","CHAC1",337.069345634219,-1.50036400466881,0.620021685333801,5.66428003027558e-06,0.00221828684236622
"ENSG00000132002","protein_coding","DNAJB1",3821.03906632566,-0.592481579357348,0.197840743307988,2.8162068280011e-06,0.00137629684276665
"ENSG00000134602","protein_coding","STK26",94.0493435744057,-0.878416281335742,0.485585863579345,2.92595376755406e-05,0.00784155609704489
"ENSG00000137193","protein_coding","PIM1",387.560340447085,-0.858515080221889,0.367614935885861,8.95108864515445e-06,0.00303533242709972
"ENSG00000138771","protein_coding","SHROOM3",38.3029153832626,0.809202370803223,0.523412891462481,5.33178881968463e-05,0.0126561432896971
"ENSG00000140650","protein_coding","PMM2",521.99210242818,0.585042257343779,0.161002650475215,4.53036590896773e-07,0.000327289391058295
"ENSG00000145335","protein_coding","SNCA",79.4143996456948,-1.10240012735038,0.853781310228098,3.65325202224196e-05,0.00919835715223323
"ENSG00000149212","protein_coding","SESN3",77.8419221290494,-1.03565362528152,0.80850321650777,4.68324552300974e-05,0.0112777982043956
"ENSG00000153714","protein_coding","LURAP1L",550.593481501423,-0.724206017677663,0.45787786938709,5.49117943515086e-05,0.0126724218742315
"ENSG00000153879","protein_coding","CEBPG",1216.21527753664,-0.757311091808695,0.24199564618409,9.02790947600591e-07,0.000600030975413257
"ENSG00000160951","protein_coding","PTGER1",41.7182245321265,-0.845479293949391,0.628092327397349,7.25023240823906e-05,0.0155017557045661
"ENSG00000161040","protein_coding","FBXL13",73.0649822617017,1.24843609791252,0.385829064705407,1.80307045000811e-06,0.000936244331166712
"ENSG00000162711","protein_coding","NLRP3",50.1375644405583,0.581275796032752,0.65030039565498,0.000244700887663765,0.0352386259713155
"ENSG00000163257","protein_coding","DCAF16",522.870659097669,0.722282957329112,0.148973005051311,4.08140092431213e-10,6.16514161439731e-07
"ENSG00000164185","protein_coding","ZNF474",22.6232003602056,2.1072211697546,1.1640933136383,9.7512726210189e-07,0.0006231813302725
"ENSG00000166289","protein_coding","PLEKHF1",314.040837038206,-0.797234540929317,0.305165350892378,4.30671941189531e-06,0.00174537682312323
"ENSG00000172530","protein_coding","BANP",309.055216395909,-1.16359593385649,0.157262656511332,1.04505522713276e-14,3.47292753080759e-11
"ENSG00000173451","protein_coding","THAP2",162.071241069792,-0.953852432449651,0.166733601393599,1.69790563279738e-11,3.52654999932016e-08
"ENSG00000174123","protein_coding","TLR10",1037.32115074901,10.1033240558832,0.863900461730014,1.20682561303624e-31,2.00526143862101e-27
"ENSG00000174839","protein_coding","DENND6A",330.386267364982,0.624719468332314,0.223179100169465,3.82722742069848e-06,0.00158983027055815
"ENSG00000175197","protein_coding","DDIT3",967.296081236357,-1.59226690797061,0.342920811021462,8.04301141256196e-08,7.86133397830174e-05
"ENSG00000180318","protein_coding","ALX1",46.0021908904217,-0.866588713657939,0.637712997899663,6.83887221610441e-05,0.014951934308262
"ENSG00000182218","protein_coding","HHIPL1",27.7414709428161,0.962079703682394,0.828719047921369,5.91515596534582e-05,0.0134638673315323
