"GeneType"	"GeneSymbol"	"ENSG"	"log2FoldChange"	"pvalue"	"padj"	"minus_log10_padj"
protein_coding	SAMD11	"ENSG00000187634.11"	-0.00683802412816186	0.991263923915353	0.998199818590354	0.000782513
protein_coding	NOC2L	"ENSG00000188976.10"	-0.132824910996383	0.561786211397571	0.912246811951328	0.0398876
protein_coding	KLHL17	"ENSG00000187961.13"	-0.0221457626430471	0.924255845900523	0.991392341836808	0.00375444
protein_coding	PLEKHN1	"ENSG00000187583.10"	-0.0949153716457221	0.779662476509256	0.960008696239099	0.0177248
protein_coding	HES4	"ENSG00000188290.10"	0.850592464153312	0.0330229606179581	0.476861835290289	0.321607
protein_coding	ISG15	"ENSG00000187608.9"	0.971269278766955	0.00022461047676588	0.0878913448767631	1.05605
protein_coding	AGRN	"ENSG00000188157.14"	-0.0644765941841657	0.748943003125342	0.953897150909796	0.0204984
protein_coding	C1orf159	"ENSG00000131591.17"	0.0612358190316117	0.691179369166899	0.942350378502718	0.0257876
protein_coding	SDF4	"ENSG00000078808.16"	0.210924466644656	0.0592891703053207	0.549541727349329	0.259999
protein_coding	B3GALT6	"ENSG00000176022.5"	0.217006731422125	0.0675380146781687	0.563942252635605	0.248765
protein_coding	C1QTNF12	"ENSG00000184163.3"	-0.00445817188765831	0.992843462648548	0.998405778433266	0.000692914
protein_coding	UBE2J2	"ENSG00000160087.20"	0.22182557569513	0.0663930443152682	0.563942252635605	0.248765
protein_coding	SCNN1D	"ENSG00000162572.20"	0.0191713564561214	0.966670754462484	0.994722960102241	0.00229786
protein_coding	ACAP3	"ENSG00000131584.18"	0.132525160784222	0.350010061070214	0.83076659453872	0.080521
protein_coding	PUSL1	"ENSG00000169972.11"	0.278080123681822	0.15758809489287	0.686435405273837	0.1634
protein_coding	INTS11	"ENSG00000127054.20"	-0.00892127650104302	0.942393800202396	0.992145047983056	0.00342483
protein_coding	CPTP	"ENSG00000224051.6"	0.177326855399083	0.20775903912784	0.730746236864947	0.136233
protein_coding	TAS1R3	"ENSG00000169962.4"	-0.593039238685462	0.495379031040103	0.89332414775375	0.0489909
protein_coding	DVL1	"ENSG00000107404.19"	0.00688211631846983	0.9777156557529	0.996113939685595	0.00169098
protein_coding	MXRA8	"ENSG00000162576.16"	0.229546589770685	0.334918109507871	0.820396717426708	0.0859761
protein_coding	AURKAIP1	"ENSG00000175756.13"	0.219280387569145	0.267645198381032	0.775785729254669	0.110258
protein_coding	CCNL2	"ENSG00000221978.11"	-0.057165133655788	0.696571932443524	0.942520488634169	0.0257092
protein_coding	MRPL20	"ENSG00000242485.5"	0.23387869163453	0.246072594156116	0.757954475994766	0.120357
protein_coding	VWA1	"ENSG00000179403.11"	0.582283625655387	0.135260929659186	0.659821945879836	0.180573
protein_coding	ATAD3B	"ENSG00000160072.19"	0.00929514018781123	0.975600083016204	0.995667110324095	0.00188584
protein_coding	ATAD3A	"ENSG00000197785.13"	-0.0182471170276505	0.943437213146635	0.992145047983056	0.00342483
