"GeneType"	"GeneSymbol"	"ENSG"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AS01001"	"AS01002"	"AS01003"	"AS01004"	"AS01005"	"AS01006"	"AS01007"	"AS01008"	"AS01009"	"AS01010"	"AS01011"	"AS01012"	"AS01013"	"AS01014"	"AS01015"	"AS01016"	"AS01017"	"AS01018"
protein_coding	DHRS3	"ENSG00000162496.8"	130.098192198428	-2.48235638081655	0.567259440827567	-4.37605124243517	1.2084861565117e-05	0.000705510397157432	176.277507790482	136.233415440606	94.0309170627324	163.707687780595	2.71312357784154	9.85681768992777	224.820256016854	213.992323541915	225.717128140379	250.938709198324	30.9001747105773	15.7430764011445	151.585157842332	266.774617517717	111.212070407988	180.231152735288	73.094269673879	13.9390540431181
lincRNA	AL590644.1	"ENSG00000204362.6"	54.7544052704943	-1.2919096853098	0.466752813845374	-2.76786694581723	0.00564244862365521	0.0474908747511037	105.555393886516	60.1961603109654	66.7316185606488	92.7019436829875	34.3662319859929	30.5561348387761	106.357274961819	69.938954523455	78.9503856275765	90.5448950715603	39.5908488479272	20.6627877765022	34.8236173421573	41.6835339871432	27.2784323642234	44.5015191938984	19.235334124705	21.9042277820427
protein_coding	PADI1	"ENSG00000142623.10"	35.1799102615577	-1.78159186560875	0.505394938854053	-3.52514781736513	0.000423246546684001	0.00820404814677727	55.9443587598535	63.3643792747004	33.3658092803244	76.9228894390747	15.3743669411021	11.8281812279133	51.0169042499784	77.2460094736667	32.3899017959288	64.6749250511145	22.2095005732275	6.88759592550072	26.6298250263556	19.799678643893	29.3767733153175	26.700911516339	11.541200474823	7.96517373892461
protein_coding	HSPG2	"ENSG00000142798.19"	6512.73221692247	-1.01375270757361	0.304484316912658	-3.32940861405484	0.000870306193593308	0.0135687387092843	9075.65276636264	4909.68332080137	8059.35956889291	11173.5427864707	3089.34338063557	3608.58095628256	9656.02999592389	7275.7390004251	5148.98220112156	6971.09458817613	5135.22278471407	7373.66340938606	5660.88626617951	5848.1998183962	6986.42619666783	6070.00721804774	3768.20195502971	7418.56369109091
protein_coding	E2F2	"ENSG00000007968.6"	53.1259961137307	-1.73986589622954	0.55517307332105	-3.13391621431069	0.00172490100327162	0.0215699449284956	63.3332363319096	38.0186275648202	72.7981293388896	91.715752792743	14.4699924151549	24.6420442248194	56.2050640042135	43.8423297012703	40.487377244911	47.4282783708173	16.4157178149942	13.7751918510014	146.464037644956	59.3990359316791	45.1143304485233	66.7522787908476	30.776534599528	84.629970976074
protein_coding	CLSPN	"ENSG00000092853.13"	733.49084168971	-1.51419808649709	0.442484111129141	-3.42203945500579	0.00062153293732438	0.0106367048952436	1039.72062978218	1033.89545516553	1082.87217391598	1078.89283392754	454.900386551432	469.184522040562	749.689084486971	657.634945519055	486.860711370055	828.701372988281	183.469787344053	172.189898137518	1160.44583672542	630.463451555541	652.584035790267	1163.71472692044	436.642084630804	920.973213563158
protein_coding	CDCA8	"ENSG00000134690.10"	832.292748269732	-1.66260119209408	0.443872525902883	-3.74567267643379	0.000179911046239343	0.00460782483718839	1211.7759218172	915.615280519421	1077.81674826745	1303.74435690329	374.411053742133	432.714296587829	952.892008194513	747.40733490737	624.517794002752	955.464226088465	278.101572395196	180.06143633809	1386.79934944944	648.178953500077	802.615413793496	1280.53121480443	465.495085817861	1343.12742172616
protein_coding	MACF1	"ENSG00000127603.25"	11653.3216691211	-1.03726737843243	0.238507052117223	-4.34900087533943	1.36759166482168e-05	0.000742073038787407	13857.3121094218	8847.779492724	15395.7932700455	17919.0884757434	7123.75814088594	9434.94589279886	15421.8048694638	13695.5087066825	10005.4431016486	13154.0174230627	8283.17808335413	12757.7955385775	10746.158622174	8474.26245958622	12908.9935311309	12099.963068821	5629.22053159492	14004.7667264642
protein_coding	CDC20	"ENSG00000117399.13"	1517.27199875384	-1.69566997804164	0.593585154213032	-2.85665833453962	0.00428126412570901	0.0395148749584015	2088.94124501415	1813.27732024434	1917.01740592409	1959.56129891592	700.890257609065	817.130186495012	1414.63822632144	1004.19812315767	1066.84239040341	1407.32636911225	428.73992410926	274.519894744957	3002.00065970186	1353.67276623248	1535.98557620089	3134.01948923029	877.131236086548	2515.00360806545
protein_coding	KIF2C	"ENSG00000142945.12"	1379.79223131059	-1.53809356502905	0.519047785653496	-2.96329857778421	0.00304361183226037	0.0316153853461136	1923.21927661232	1595.72628473454	1645.03550603296	1785.99170223288	710.838377394484	760.946325662424	1573.74179211798	1251.59412647198	1162.99991136007	1644.46776096634	451.915055142193	253.857106968455	2282.99538399025	1260.92690311108	1289.43051444733	2326.31691586104	819.425233712433	2096.8319867719
