"GeneType"	"GeneSymbol"	"ENSG"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AS01001"	"AS01002"	"AS01003"	"AS01004"	"AS01005"	"AS01006"	"AS01007"	"AS01008"	"AS01009"	"AS01010"	"AS01011"	"AS01012"	"AS01013"	"AS01014"	"AS01015"	"AS01016"	"AS01017"	"AS01018"
protein_coding	HES4	"ENSG00000188290.10"	56.3668445667281	1.1991846679185	0.403477670940141	2.97212151821015	0.0029574960254893	0.0311111049794943	50.6665890655277	100.326933851609	40.443405188272	57.1990716341838	103.098695957979	70.96908736748	61.3932237584486	53.2371146372568	35.4264550892971	43.116616700743	96.5630459705541	58.0525942292204	46.0900817763847	50.0202407845719	25.1800914131293	20.0256836372543	77.9031032050553	24.8911679341394
protein_coding	FBXO6	"ENSG00000116663.10"	98.5790099360018	1.24274998817527	0.291220146013826	4.26739016920989	1.97773085472372e-05	0.000939748795294308	82.3332072314824	74.9811821417288	68.7537888200624	77.9090803293193	210.719264545693	120.253175817119	64.8519969279387	109.605824253176	73.8894634719626	106.066877083828	172.847852287292	138.735860785086	55.3080981316616	68.7778310787863	56.6552056795409	44.5015191938984	160.615039941287	87.6169111281707
protein_coding	AGTRAP	"ENSG00000177674.15"	669.913587459551	1.18656123755714	0.152586461064945	7.77632058097285	7.46643533434691e-15	1.58992407276821e-11	434.888222812446	594.569092194272	501.498224334573	478.302581768606	1223.61873360654	980.753360147813	467.799071173531	549.072986258766	591.115707775701	503.602083064678	934.730284994964	894.403528040023	466.021937961223	704.451724382721	536.126113004544	435.002350120357	1068.52281062736	693.965762003807
transcribed_unprocessed_pseudogene	ANO7L1	"ENSG00000237276.8"	23.7828847835978	1.2791766868147	0.440954680413094	2.90092552281416	0.00372062296679853	0.0359660220123858	22.1666327161683	17.9532407944984	17.1884472050156	19.723817804891	21.7049886227323	24.6420442248194	15.5644792627053	21.9211648506352	31.377717364806	16.3843143462823	40.5564793076327	14.759134126073	19.4602567500291	36.4730922387503	28.3276028397704	8.90030383877968	48.0883353117625	22.8998744994083
protein_coding	THEMIS2	"ENSG00000130775.15"	304.376382667103	1.28734271665802	0.309842965211384	4.15482312396462	3.25539271286507e-05	0.00136305853308895	179.444169607077	175.308115993338	206.261366460187	138.066724634237	478.414124226058	398.215434673082	202.338230415169	153.448153954446	212.558730535783	171.604134468957	468.330772957188	492.955079810838	322.630572434693	339.720801995217	265.440130313404	300.385254558814	539.551122197975	434.101968771391
protein_coding	COL8A2	"ENSG00000171812.12"	38.7487628520486	1.58551381507648	0.424978763672791	3.73080716168969	0.000190867280396723	0.00473388965323386	21.1110787773032	17.9532407944984	21.2327877238428	29.5857267073364	57.8799696606196	34.4988619147472	29.3995719406655	34.4475447652838	17.2071353290872	28.4569670224904	97.5286764302597	97.4102852320817	16.3875846316034	32.304738840036	29.3767733153175	16.6880696977119	70.2089695551733	45.7997489988165
antisense	AL512353.1	"ENSG00000228192.7"	8.84181681330521	2.06267756966825	0.664317862685538	3.10495575315373	0.00190307490834612	0.022913759760749	6.33332363319096	2.11214597582335	3.0332553891204	0.986190890244548	19.896239570838	10.8424994589205	6.91754633898013	5.21932496443694	6.07310658673665	2.58699700204458	21.2438701135219	15.7430764011445	5.12112019737608	8.33670679742865	6.29502285328232	10.0128418186271	13.4647338872935	14.9347007604837
protein_coding	CCDC24	"ENSG00000159214.12"	84.2220756649693	1.10475373368692	0.284410288284554	3.88436628066565	0.000102597139509577	0.00301639637382593	47.4999272489322	61.2522332988771	56.6207672635808	49.3095445122274	102.194321432031	95.6111315922994	69.1754633898013	87.6846594025406	67.8163568852259	72.4359160572482	114.910024704959	85.6029779312233	76.8168029606411	104.208834967858	89.1794904214995	60.0770509117628	175.041540534816	100.560318453923
protein_coding	PTCH2	"ENSG00000117425.13"	15.7819743016008	1.53827247429894	0.494221330163293	3.11251736907164	0.00185499098064013	0.0225902741482204	14.7777551441122	10.5607298791167	10.110851297068	6.90333623171184	26.2268612524682	15.7709083038844	16.4291725550778	25.0527598292973	14.1705820357189	9.48565567416346	14.4844568955831	18.6949032263591	10.2422403947522	28.1363854413217	10.4917047554705	7.78776585893222	29.8147678932928	14.9347007604837
protein_coding	TTC39A	"ENSG00000085831.15"	28.6509311477933	1.29591992050175	0.436401000966839	2.96956220913945	0.00298224422403908	0.0312172278114652	17.9444169607077	20.0653867703218	19.2106174644292	20.7100086951355	40.6968536676231	35.48454368374	30.2642652330381	15.6579748933108	33.4020862270516	21.5583083503715	56.9721971226269	51.1649983037197	14.339136552653	39.5993572877861	22.0325799864881	11.1253797984746	34.623601424469	30.8650482383329
processed_transcript	AL590094.1	"ENSG00000233593.8"	47.6606508478938	1.07750330169291	0.35729640784278	3.01571266332753	0.00256376084391233	0.0280128637125522	22.1666327161683	59.1400873230537	49.5431713556332	23.6685813658692	47.9318498752006	51.2554519876244	39.7758914491357	53.2371146372568	69.8407257474715	36.2179580286241	64.6972408002713	71.8277860802218	23.5571529079299	54.1885941832862	41.9668190218821	33.3761393954238	84.635470148702	30.8650482383329
protein_coding	GCLM	"ENSG00000023909.9"	1824.56802491236	1.27501907771905	0.243031955838948	5.2463021717357	1.55182308866786e-07	2.68660014800765e-05	1147.38713154643	1419.36209575329	1417.54135184893	949.7018273055	3652.76871030066	3430.17255609486	1362.75662877909	1394.60363049755	1382.64393291371	1311.6074800366	3314.04373770942	3060.06047547246	1333.53969939673	1029.58328948244	1401.69175533086	1394.01008874887	1878.33037727744	1962.41967992755
protein_coding	F3	"ENSG00000117525.13"	1979.50114472595	1.18350899260504	0.391124472463627	3.02591393770458	0.00247882847235662	0.0273455916830714	2130.10784862989	1886.14635641025	1447.87390574014	2023.66370678181	4474.84515438665	4082.69388716808	1471.70798361802	1421.74412031262	1187.29233770702	1400.42771044013	3707.05533480957	3078.75537869882	1006.81223080414	707.577989431756	913.827484201483	981.258498225459	1824.47144172827	1884.75923597304
transcribed_processed_pseudogene	AL133517.1	"ENSG00000232450.1"	22.9768467605536	1.23620918150956	0.4246925936496	2.9108329177257	0.00360466720099817	0.0350496864305798	12.6666472663819	25.3457517098802	19.2106174644292	13.8066724634237	23.5137376746267	15.7709083038844	15.5644792627053	27.1404898150721	26.3167952091922	12.9349850102229	37.6595879285161	38.3737487277898	18.4360327105539	34.3889155393932	33.5734552175057	10.0128418186271	25.9677010683518	22.8998744994083
protein_coding	MLLT11	"ENSG00000213190.3"	430.4649101356	1.08229802870908	0.356430791148641	3.03648858512265	0.00239351171248456	0.0267048544807596	315.610627720683	378.074129672379	361.968476435035	307.691557756299	1017.42134169058	1203.51743994018	268.919613927852	304.808577923117	287.460378438868	315.613634249439	519.509187321581	408.336044154686	332.872812829445	212.58602333443	269.636812215593	297.047640619272	411.636150268687	535.65793394268
protein_coding	NPR1	"ENSG00000169418.9"	10.8248724427978	2.75459984373563	0.947682578889953	2.90666928473262	0.003652991805447	0.0354732871999954	7.38887757205612	8.44858390329339	3.0332553891204	1.9723817804891	8.13937073352462	6.89977238294944	10.3763195084702	4.17545997154955	17.2071353290872	4.3116616700743	32.8314356299884	39.3576910028613	3.07267211842565	10.4208834967858	14.6883866576587	2.22507595969492	17.3118007122345	2.98694015209673
protein_coding	RRNAD1	"ENSG00000143303.11"	373.582654541637	1.06038882684088	0.207164631756308	5.11858041525274	3.07843975705216e-07	4.73064154831129e-05	217.444111406223	312.597604421855	302.314453782333	230.768668317224	468.466004440639	442.571114277757	271.51369380497	344.475447652838	437.263674245039	276.80867921877	533.993644217164	458.517100183334	271.419370460932	525.212528238005	409.176485463351	261.446425264153	602.065958103267	358.432818251608
antisense	AL354732.1	"ENSG00000231407.5"	9.95662690211704	2.2868689784631	0.734223147115382	3.11467840185611	0.00184145561455008	0.0224621418907393	6.33332363319096	7.39251091538171	10.110851297068	3.94476356097819	13.5656178892077	12.8138629969061	15.5644792627053	7.30705495021172	22.2680574847011	0.86233233401486	15.4500873552887	16.727018676216	8.19379231580172	10.4208834967858	7.34419332882937	3.33761393954238	9.6176670623525	7.96517373892461
protein_coding	PTGS2	"ENSG00000073756.11"	69.8987559583809	1.01496508408952	0.312853416952733	3.24421927040314	0.00117773045929969	0.01660856218195	49.6110351266625	51.747576407672	81.8978955062508	50.2957354024719	72.3499620757744	139.966811196974	29.3995719406655	56.368709615919	87.0478610765587	26.7323023544607	99.4599373496708	142.671629885372	24.5813769474052	47.9360640852147	107.015388505799	38.9388292946611	61.553069199056	90.6038512802675
protein_coding	PLA2G4A	"ENSG00000116711.9"	115.420633752334	1.44574423227481	0.443729699790368	3.25816422240347	0.00112135493144757	0.0160901576347993	35.8888339214154	24.2896787219685	95.0420021924393	38.4614447195374	163.69178919644	303.589984849775	42.3699713262533	55.3248446230316	79.9625700586992	61.2255957150551	148.707090794653	281.407490670458	108.567748184373	92.7458631213937	168.916446563076	63.4146648513052	131.762038754229	182.203349277901
protein_coding	RAB7B	"ENSG00000276600.4"	62.8287762753816	1.09214708213812	0.307688025568736	3.54952741537267	0.000385923278420525	0.00778426574849303	26.388848471629	51.747576407672	62.6872780418216	38.4614447195374	107.620568587714	105.467949282227	33.7230384025281	50.1055196585946	78.9503856275765	41.3919520327133	82.078589074971	75.763555180508	49.1627538948103	68.7778310787863	66.0977399594643	53.4018230326781	93.2913705048193	45.7997489988165
protein_coding	HLX	"ENSG00000136630.12"	258.4259327619	1.08223013308376	0.38714980749355	2.79537820279503	0.00518390310037956	0.0448990468415211	123.499810847224	254.513590086713	213.338962368135	138.066724634237	251.416118213316	219.807034485389	199.744150538051	246.352138321424	315.801542510306	200.061101491448	520.474817781287	539.2003667392	138.270245329154	365.773010737182	319.996995041851	164.655621017424	293.338845401751	147.355714170105
protein_coding	EPHX1	"ENSG00000143819.12"	1386.52874363527	1.48644924193381	0.343662547761038	4.3253163651903	1.52313107940008e-05	0.000792978173407693	617.499054236118	839.57802538978	772.469039095996	652.858369341891	1627.87414670492	1527.8067419388	977.968113673316	969.750578392384	1273.32801435245	978.747199106866	2666.105699247	2795.38000347822	820.403455619647	1857.00143912723	1431.06852864618	944.544744890493	2924.7325536614	1280.40167853213
protein_coding	GNG4	"ENSG00000168243.10"	32.7188297452445	1.45001187025981	0.464547694681987	3.12134122472061	0.00180029298850419	0.0220887458678583	30.6110642270896	28.5139706736152	21.2327877238428	16.7652451341573	88.6287035428237	54.2124972946027	22.4820256016854	22.9650298435225	27.3289796403149	27.5946346884755	40.5564793076327	47.2292292034335	47.1143058158599	21.8838553432502	15.7375571332058	17.8006076775594	41.3559683681158	16.9259941952148
