"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03010","Ribosome",129,0.785987471329113,2.48725394904437,8.60567087152175e-17,2.87429407108826e-14,1.86607178898261e-14,1880,"tags=62%, list=8%, signal=57%","RPL28/RPS19/UBA52/RPL30/MRPL34/RPL13A/RPS12/RPS4X/RPL31/RPLP1/RPS28/RPS15A/RPL37A/RPS9/RPL14/RPL13/RPL37/RPS11/RSL24D1/RPS3/RPS14/RPLP2/RPL38/RPS23/RPS21/RPS16/RPS2/RPL27/RPL15/RPL32/RPL27A/RPS29/RPS13/RPS8/RPS6/RPL12/RPS25/RPL34/FAU/RPL23/RPS5/RPS10/RPL19/RPL7A/RPL35A/RPL11/RPS20/RPL26/RPS15/RPS27L/RPL3/RPL23A/RPL18/RPL36/RPL5/RPL29/RPL22/RPS18/RPL18A/MRPS21/RPLP0/RPS27A/MRPL18/MRPL10/MRPS15/RPL24/RPL35/MRPS14/RPL8/RPL4/RPS24/RPL36AL/RPL10A/MRPL33/RPS7/RPL39/MRPS6/MRPL22/RPL10/RPL6"
"hsa05171","Coronavirus disease - COVID-19",203,0.597419176472435,1.97569144877595,3.21350391181466e-09,5.36655153273048e-07,3.48411476754642e-07,2592,"tags=41%, list=12%, signal=37%","RPL28/RPS19/UBA52/RPL30/RPL13A/RPS12/RPS4X/RPL31/RPLP1/RPS28/RPS15A/RPL37A/RPS9/RPL14/RPL13/RPL37/RPS11/RSL24D1/RPS3/RPS14/RPLP2/RPL38/RPS23/RPS21/RPS16/RPS2/RPL27/RPL15/RPL32/RPL27A/RPS29/RPS13/RPS8/RPS6/RPL12/RPS25/RPL34/FAU/RPL23/RPS5/RPS10/RPL19/RPL7A/RPL35A/RPL11/RPS20/RPL26/RPS15/RPS27L/RPL3/RPL23A/RPL18/IL6R/RPL36/RPL5/RPL29/RPL22/RPS18/RPL18A/RPLP0/RPS27A/CASP1/RPL24/RPL35/RPL8/RPL4/RPS24/RPL36AL/RPL10A/RPS7/ADAM17/MAPK3/RPL39/MAPK11/RPL10/RPL6/IFIH1/CGAS/RPL41/IRF9/C8G/CFD/NFKBIA/NFKBIB"
"hsa04141","Protein processing in endoplasmic reticulum",164,0.630491821501544,2.03727376150342,6.93457425094776e-09,5.79036949954138e-07,3.759269199198e-07,2319,"tags=36%, list=10%, signal=32%","HSPA1B/HSPA1A/HERPUD1/DDIT3/HSPA1L/DNAJB1/ATF4/HSPH1/XBP1/NFE2L2/DNAJA1/DNAJB2/HSPA5/TMEM258/SSR4/UBE2D1/LMAN2/ERP29/SIL1/SKP1/UBXN1/ATXN3/SYVN1/TUSC3/SEC62/CRYAB/ERO1B/PDIA6/BAX/PREB/HSP90B1/EDEM2/OS9/DAD1/UBXN6/HSP90AA1/DERL2/TRAF2/OSTC/DNAJC1/HSPA8/DDOST/DNAJB11/UBXN8/BAG2/HSPA6/MAN1B1/P4HB/DNAJA2/SEC61B/PRKCSH/RNF5/PDIA3/SEC31B/PDIA4/BCAP31/SSR2/HSPA4L/ERN1"
"hsa05020","Prion disease",255,0.567035741003338,1.9301074516073,6.23013049299371e-09,5.79036949954138e-07,3.759269199198e-07,2411,"tags=34%, list=11%, signal=30%","HSPA1B/HSPA1A/DDIT3/HSPA1L/ATF4/HSPA5/NDUFA3/COX5B/COX4I1/COX7C/UQCR11/UQCRB/NDUFS8/ATF2/ATP5F1E/NDUFA2/UQCRQ/COX7A2L/NDUFB10/NDUFB5/NDUFB1/NDUFB11/SOD1/ATP5MC2/NDUFB8/NDUFA5/NDUFS7/NDUFA13/COX6C/NDUFS5/UQCRH/UQCR10/COX6B1/COX7B/NDUFB2/SLC25A6/NDUFS4/ATP5PD/KLC4/COX6A1/NDUFA1/ATP5PF/NDUFA4/CREB1/SEM1/NDUFC1/ATP5PO/NDUFB3/NDUFA6/BAX/COX7A2/NDUFV1/NDUFB4/NDUFA8/SDHD/BAD/PSMB3/HSPA8/MAPK3/SDHA/COX7A1/NDUFS3/NDUFB6/PSMB4/NDUFA11/COX8A/ATP5F1D/HSPA6/PSMB6/NDUFA9/SDHC/MAPK11/RAC1/NDUFC2/UQCRHL/NDUFB7/NDUFA12/NDUFAB1/PSMA1/ND3/VDAC2/PSMB5/PSMB1/NDUFS6/C8G/UQCRC1"
"hsa04612","Antigen processing and presentation",57,0.791310664294203,2.22284253133696,5.64773489058778e-08,3.77268690691263e-06,2.44933344728649e-06,2044,"tags=40%, list=9%, signal=37%","HSPA1B/HSPA1A/HSPA1L/HSPA5/PSME1/NFYB/HLA-A/B2M/LGMN/CTSB/HLA-C/CREB1/PSME2/CTSL/HLA-B/HSP90AA1/HLA-DPA1/HSPA8/HSPA6/TAP1/HLA-F/HLA-E/PDIA3"
"hsa00190","Oxidative phosphorylation",131,0.637074284432224,2.01274406430842,6.99375884662109e-08,3.89319242461907e-06,2.52756898667359e-06,2844,"tags=60%, list=13%, signal=52%","NDUFA3/COX5B/PPA1/COX4I1/COX7C/UQCR11/UQCRB/NDUFS8/ATP5F1E/NDUFA2/UQCRQ/COX7A2L/NDUFB10/NDUFB5/NDUFB1/NDUFB11/ATP5MC2/NDUFB8/ATP5ME/NDUFA5/NDUFS7/NDUFA13/COX6C/NDUFS5/UQCRH/UQCR10/COX6B1/COX7B/NDUFB2/NDUFS4/ATP5PD/COX6A1/NDUFA1/ATP5PF/NDUFA4/PPA2/ATP5MG/NDUFC1/ATP5PO/NDUFB3/NDUFA6/COX15/COX7A2/ATP6AP1/NDUFV1/NDUFB4/ATP6V1F/NDUFA8/SDHD/COX17/ATP6V0E1/SDHA/COX7A1/NDUFS3/NDUFB6/NDUFA11/COX8A/ATP5F1D/ATP5MF/NDUFA9/SDHC/ATP6V1G1/NDUFC2/UQCRHL/NDUFB7/ATP6V0B/ATP6V1E1/NDUFA12/NDUFAB1/ND3/ATP6V0D1/NDUFS6/UQCRC1/LHPP/ATP5F1C/NDUFA10/ATP5F1A/NDUFS2"
"hsa05012","Parkinson disease",255,0.522504104532186,1.77852821740743,1.116866516275e-06,5.32904880622641e-05,3.45976695267142e-05,3792,"tags=45%, list=17%, signal=38%","DDIT3/ATF4/XBP1/NFE2L2/HSPA5/UBB/UBC/NDUFA3/COX5B/COX4I1/COX7C/UBA52/UQCR11/UQCRB/NDUFS8/ATP5F1E/NDUFA2/UQCRQ/COX7A2L/NDUFB10/NDUFB5/NDUFB1/NDUFB11/SOD1/ATP5MC2/TXN/NDUFB8/NDUFA5/NDUFS7/NDUFA13/COX6C/NDUFS5/UQCRH/UQCR10/COX6B1/COX7B/UBE2L6/NDUFB2/SLC25A6/NDUFS4/ATP5PD/KLC4/COX6A1/NDUFA1/ATP5PF/NDUFA4/SEM1/NDUFC1/ATP5PO/RPS27A/NDUFB3/NDUFA6/BAX/COX7A2/NDUFV1/NDUFB4/NDUFA8/SDHD/PSMB3/SDHA/COX7A1/NDUFS3/NDUFB6/PSMB4/NDUFA11/COX8A/ATP5F1D/PARK7/PSMB6/NDUFA9/SDHC/KEAP1/NDUFC2/UBE2L3/UQCRHL/NDUFB7/TXN2/HTRA2/NDUFA12/NDUFAB1/PSMA1/ND3/VDAC2/PSMB5/ERN1/PSMB1/NDUFS6/UQCRC1/PSMA5/ATP5F1C/NDUFA10/PSMD4/ATP5F1A/NDUFS2/GNAI1/PSMA2/UBA7/EIF2AK3/PSMA3/SDHB/UQCRFS1/COX1/CALM2/PSMB7/COX5A/GNAS/SNCA/MAOA/MAPK10/PSMA7/NDUFB9/PINK1/PSMC6/PSMA4/ATP5MC3/ATP5PB"
"hsa04932","Non-alcoholic fatty liver disease",149,0.572766495690047,1.83123704276371,3.40427466707966e-06,0.000142128467350576,9.22737607129486e-05,3336,"tags=51%, list=15%, signal=44%","DDIT3/ATF4/XBP1/NDUFA3/COX5B/COX4I1/COX7C/UQCR11/UQCRB/NDUFS8/NDUFA2/UQCRQ/COX7A2L/NDUFB10/NDUFB5/NDUFB1/NDUFB11/NDUFB8/NDUFA5/NDUFS7/NDUFA13/COX6C/NDUFS5/UQCRH/UQCR10/COX6B1/COX7B/IL6R/NDUFB2/CASP7/NDUFS4/LEPR/COX6A1/NDUFA1/NDUFA4/NDUFC1/NDUFB3/NDUFA6/BAX/COX7A2/NDUFV1/NDUFB4/FAS/NDUFA8/SDHD/TRAF2/SDHA/COX7A1/NDUFS3/NDUFB6/NDUFA11/COX8A/NDUFA9/SDHC/MAPK11/RAC1/NDUFC2/UQCRHL/NDUFB7/NDUFA12/NDUFAB1/PPARG/ERN1/NDUFS6/UQCRC1/NDUFA10/PRKAB2/BID/NDUFS2/PPARA/EIF2AK3/SDHB/UQCRFS1/NR1H3/COX1/BCL2L11"
"hsa05134","Legionellosis",54,0.725490166681876,2.0347830479399,1.37590320023481e-05,0.000510612965420476,0.000331504162863593,787,"tags=15%, list=4%, signal=14%","HSPA1B/HSPA1A/HSPA1L/CLK1/CLK4/PYCARD/EEF1A1/CASP7"
"hsa05016","Huntington disease",292,0.435268250606723,1.49451117867809,0.000213426810346629,0.00648041405961584,0.00420726535228762,3792,"tags=43%, list=17%, signal=36%","NDUFA3/COX5B/COX4I1/COX7C/UQCR11/TBPL1/UQCRB/NDUFS8/ATP5F1E/NDUFA2/UQCRQ/COX7A2L/NDUFB10/NDUFB5/POLR2L/NDUFB1/DNAL4/NDUFB11/SOD1/MAP3K10/ATP5MC2/NDUFB8/NDUFA5/NDUFS7/NDUFA13/COX6C/NDUFS5/UQCRH/UQCR10/COX6B1/COX7B/NDUFB2/BBC3/SLC25A6/NDUFS4/ATP5PD/KLC4/GPX1/COX6A1/NDUFA1/ATP5PF/NDUFA4/RB1CC1/CREB1/GPX8/SEM1/NDUFC1/NRBF2/ATP5PO/POLR2I/NDUFB3/NDUFA6/BAX/COX7A2/NDUFV1/NDUFB4/NDUFA8/SDHD/TRAF2/PSMB3/POLR2F/IFT57/SDHA/COX7A1/NDUFS3/NDUFB6/POLR2H/PSMB4/NDUFA11/COX8A/ATP5F1D/AP2S1/PSMB6/NDUFA9/SDHC/NDUFC2/POLR2J/UQCRHL/NDUFB7/CLTA/NDUFA12/NDUFAB1/PSMA1/ND3/DNAH14/VDAC2/PPARG/PSMB5/ERN1/POLR2G/PSMB1/NDUFS6/UQCRC1/DCTN6/PSMA5/ATG101/ACTR10/DCTN2/ATP5F1C/NDUFA10/PSMD4/ATP5F1A/DCTN3/NDUFS2/DLG4/CREB3L4/WIPI2/PSMA2/WIPI1/GPX3/PSMA3/SDHB/UQCRFS1/COX1/POLR2E/PSMB7/COX5A/MAPK10/PSMA7/NDUFB9/GPX7/DCTN4/PSMC6/PSMA4/ATP5MC3/ATP5PB"
